Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,DMD_13,DMD_14,DMD_15,DMD_16,DMD_17,DMD_18,DMD_19,DMD_20,DMD_21,DMD_22,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12,NOR_13,NOR_14
210020_x_at,P27482,6.778223991,7.050932884,6.811487675,6.883239269,6.765853882,6.779929638,7.058583736,6.797297955,6.974526882,6.874269962,6.732126236,6.684325218,6.903778076,6.827551365,7.003544331,6.862676144,6.68719101,6.978097916,6.83914566,6.670549393,6.937030792,7.081726551,7.008316517,6.724443436,6.744605541,6.862676144,6.688621044,6.905902863,6.887373924,6.737356663,6.852766514,6.917901993,6.790895462,6.981215954,7.036708832,6.890898705
221879_at,Q96GE6,5.289231777,5.421468735,5.304925442,5.351712227,5.468504429,5.361851692,5.278248787,5.265725613,5.405695438,5.217176437,5.509689331,5.416784286,5.430744648,5.246124744,5.581422329,5.410456657,5.33198452,5.512174606,5.33291769,5.321172714,5.562063217,5.527430058,5.165482044,5.239272118,5.361688137,5.108613014,5.288715363,5.335939884,5.337191582,5.157705307,5.512705803,5.303078651,5.187177181,5.257516861,5.292003632,5.311367989
64408_s_at,Q96GE6,4.825985909,5.006659985,4.930278301,5.077826023,4.914526463,4.980874538,4.944382191,5.049381733,4.870531559,4.845653057,4.921165466,4.90822506,4.923045635,4.910712719,5.043739796,4.990766048,5.050845623,4.969703674,5.077026844,4.875130653,5.109501839,4.995359421,4.869780064,4.887760162,4.947314262,4.937134743,4.909544468,4.974334717,4.91795063,4.91043663,4.923112869,5.030387402,4.830931187,4.953217983,5.036235809,4.987450123
200935_at,P27797,6.049380302,6.302429676,6.595201969,6.044213772,6.480292797,6.29583168,6.502146721,6.509688854,6.182602406,6.038879871,6.032772064,6.528160572,6.891762257,6.823019981,6.237365723,6.60740757,6.518877983,6.52674675,6.320473194,6.486642361,6.224890232,6.239872456,6.026221275,6.572651386,6.209774017,6.006583691,6.134344101,6.221235752,6.083731651,6.108355522,6.379426003,6.053218365,6.423361301,6.142943859,6.538006306,6.25229311
212953_x_at,P27797,9.501167297,9.458444595,9.382871628,9.321379662,8.957508087,8.975611687,9.190324783,9.365504265,9.320508957,9.020020485,9.224424362,9.465443611,9.722290039,9.53027916,9.412621498,9.612220764,9.484768867,8.80657959,9.369087219,9.354390144,9.106940269,9.171329498,9.051662445,9.369594574,9.100296021,8.652917862,9.229840279,8.996454239,8.995894432,8.915852547,8.840035439,9.141031265,9.265311241,8.900519371,9.467136383,8.752372742
214315_x_at,P27797,8.336645126,8.647264481,8.827839851,8.23336792,8.800513268,8.751550674,8.236712456,7.617650509,7.801690102,8.626841545,8.078030586,8.080141068,9.084812164,7.909914017,6.898805141,8.130331039,7.643272877,9.126368523,8.084852219,8.806725502,8.501945496,8.333415031,7.604845047,8.021017075,7.881649494,7.20438385,7.910316944,7.383767605,7.63303566,7.865448952,7.143342495,8.232625008,8.163802147,7.860855579,8.727835655,7.589581966
200755_s_at,O43852,8.049179077,8.335499763,8.31689167,7.853890896,8.629127502,8.696580887,8.309304237,7.713716507,7.864918232,8.782156944,7.860982895,8.250676155,8.365424156,8.554348946,8.06906414,8.662430763,7.773938656,8.485172272,8.137618065,8.49767971,7.938378334,8.461732864,8.013727188,7.562650681,7.796839237,7.913468838,7.802661419,7.89604187,7.74857378,7.653354168,7.942581654,7.699133396,8.022575378,7.798141956,8.244878769,7.841598511
200756_x_at,O43852,8.280035019,8.427487373,8.210391045,8.384159088,8.578575134,8.321188927,8.094912529,8.32562542,8.531029701,8.01697731,8.168229103,8.382457733,8.637669563,8.569372177,8.388110161,8.553769112,7.976163387,8.496837616,8.399887085,8.399887085,8.680907249,8.608370781,8.548776627,8.335002899,8.748653412,8.574400902,8.238968849,8.402820587,8.270539284,8.271608353,8.262924194,8.170739174,8.244098663,8.506949425,8.539638519,8.5449543
200757_s_at,O43852,8.971353531,8.988440514,8.859735489,8.937259674,9.074466705,9.318152428,9.191090584,8.852894783,8.804624557,9.181951523,8.530874252,8.962468147,9.208229065,9.292071342,8.415840149,8.95689106,8.457130432,9.030069351,9.072481155,9.617682457,8.661836624,9.17562294,8.627375603,8.576436043,8.781294823,8.531862259,8.852894783,8.149086952,8.471757889,8.759694099,8.600614548,8.749722481,8.503385544,8.648677826,8.961379051,8.545059204
214845_s_at,O43852,5.688341618,5.573982716,5.369314671,5.406344414,5.950566769,6.086647511,5.780028343,5.278018951,5.524307728,5.712295532,5.368921757,5.583137035,5.771664619,5.985001087,5.302158833,5.870294571,5.25826931,5.808439255,5.575103283,5.800960064,5.695925713,6.056709766,5.446838379,5.13879776,5.496508121,5.444901466,5.484259129,5.320310116,5.205851078,5.344259262,5.166460991,5.139182568,5.44377327,5.590022564,5.586148262,5.238755226
204392_at,Q14012,6.400925159,5.95080328,5.825642109,6.17209816,5.794479847,5.63719368,5.802084923,6.125448227,5.845952511,5.86345768,5.749277115,6.027184486,5.949795246,5.877439022,5.821971416,6.128591537,6.065975666,5.812635422,6.085213661,5.668224335,5.818305016,5.809581757,5.736703873,5.991010666,5.788348675,5.756501198,6.275592327,5.805868149,5.843756676,5.812057495,5.814520359,5.794894218,5.873413086,5.821424961,5.748380661,5.654351711
220246_at,Q8IU85,5.604582787,5.888976097,5.983474731,5.519162655,5.798130989,5.478231907,6.125393867,5.880874157,5.880874157,5.869956493,5.744443417,5.934289932,5.675377846,5.763967991,6.131052017,5.636787891,5.740637302,5.805914879,5.683848858,6.193788052,6.383887291,5.931575298,5.880874157,5.743782997,5.950910568,5.691978931,5.723771095,5.839818478,5.900472164,5.865706921,6.263458729,6.034047127,5.926777363,5.987462997,6.121927738,6.174146175
215161_at,Q96NX5,8.060387611,7.96949625,8.266834259,7.82997036,8.08398819,8.559300423,8.622455597,8.041064262,8.063112259,7.814414501,8.19010067,7.864547729,8.134428978,7.911478996,7.964969635,8.001521111,7.850274563,8.572550774,7.80057621,8.351632118,8.429154396,8.219693184,8.268417358,8.289690971,8.20407486,8.185818672,7.835962772,8.289765358,8.246442795,7.898808956,8.485724449,8.428141594,8.32757473,8.387433052,8.185818672,8.570366859
217128_s_at,Q96NX5,5.793453693,6.250699043,6.310340881,5.73511982,5.942306519,6.332398415,6.417359352,6.151619434,6.091457844,6.004385948,6.091969967,6.177532196,6.050659657,5.965368271,6.289367676,5.862752438,5.955158234,6.074582577,6.023094177,6.32737112,6.411811352,6.173017502,6.084872723,6.042903423,5.984585762,6.003060818,5.68152523,6.238255501,6.099658489,6.016239643,6.496515274,6.087962151,6.091969967,6.095077038,6.036323547,6.128677368
207613_s_at,Q9UQM7,6.351995945,6.207818508,6.470328331,6.544134617,6.54436779,6.124572754,6.488416195,6.667984962,6.122270107,6.447874069,6.359033108,6.305342674,6.387830257,6.537902355,6.511565685,6.50333643,6.721186638,6.341426849,6.581413746,6.691976547,6.374631882,6.845959187,6.656417847,6.227712631,6.473790646,6.520489216,6.751764297,6.561946392,6.469141483,6.771480083,6.329037666,6.855427265,6.711941242,6.768724918,6.775752544,6.657519817
213108_at,Q9UQM7,8.250172615,8.487545013,8.480772018,8.588393211,8.243504524,8.562521935,8.546724319,8.307405472,8.30182457,8.347308159,8.274907112,8.473658562,8.602196693,8.089705467,8.497786522,8.128198624,8.0435009,8.555484772,8.153664589,8.479849815,8.481132507,8.458312988,8.538838387,8.692019463,8.732452393,8.456222534,9.050266266,8.480772018,8.770997047,8.520952225,8.293574333,8.545984268,8.618621826,8.286304474,8.221714973,8.727118492
209956_s_at,Q13554,7.577327728,6.922143936,7.631440163,7.816588402,8.016091347,6.620772362,7.774659157,7.384952068,7.681166172,7.859689713,7.762513161,7.444134235,7.915693283,7.810323238,7.42086935,7.825399876,8.448162079,7.446124554,7.869214535,8.48309803,7.524620533,7.900916576,7.741177559,8.043614388,7.851262093,8.036123276,7.912392616,7.77083683,8.114002228,8.440623283,7.728125572,8.229121208,8.047216415,8.49224472,7.824623108,7.88304472
210404_x_at,Q13554,8.328619957,7.51169157,8.289216995,8.586668968,8.546468735,7.552009583,8.658198357,8.222025871,8.259971619,8.595671654,8.50343895,8.276062012,8.376213074,8.899150848,8.183210373,8.433093071,9.29441452,8.290335655,8.480233192,9.305106163,7.999820232,8.658726692,8.616875648,8.990502357,8.613143921,8.801689148,8.643043518,8.639336586,8.983944893,8.971122742,8.408287048,9.226754189,8.734378815,9.294172287,8.654420853,8.747333527
211483_x_at,Q13554,7.550029755,6.830661774,7.488816261,7.682086945,7.67783308,7.23795557,7.682086945,7.559795856,7.282171726,8.037029266,7.615208626,7.467163563,7.653193951,7.827868462,7.435426235,7.504149914,7.908652306,7.455900192,7.694697857,8.340711594,7.612500191,7.715484619,7.817265034,7.869369984,7.592720509,7.777405739,7.706898212,7.512413025,8.118209839,8.161754608,7.506927967,8.232248306,7.740561962,8.173756599,7.937991619,7.727322102
213276_at,Q13554,7.905522823,7.80860424,8.183328629,7.951535225,7.712776184,7.077616692,8.045542717,8.033026695,7.824385643,7.631074429,7.955513,8.206532478,7.888088703,8.144388199,8.118788719,8.087350845,8.384326935,7.693592072,8.002587318,8.351573944,7.787246227,7.997877598,8.37460804,8.027683258,7.950900078,8.297755241,8.027683258,8.274870872,8.158878326,8.1527071,8.046108246,8.364471436,8.049495697,8.328001022,8.327569962,8.35891819
34846_at,Q13554,7.575464725,7.74902916,8.05459404,7.446900845,7.783184052,7.738924026,7.901664734,7.917572498,7.759584427,7.509332657,7.777303696,7.850436687,7.890290737,7.822210312,7.772650242,7.826729298,7.666394234,7.900865555,7.683749199,7.97924757,7.921638489,8.145124435,7.846829891,7.633322239,7.873353958,7.835985661,7.455397129,7.970214367,7.768154621,7.847517967,8.115104675,7.891916752,7.795958519,7.927622318,7.908214569,7.950115204
212669_at,Q13555,7.82507658,7.224541664,7.498790264,8.15559864,7.662902355,6.970180988,7.65496254,7.85324192,7.542268753,7.901245594,7.677136421,7.782791138,7.255381584,7.932181358,7.400597572,7.642831802,8.451122284,7.440014839,7.715613365,8.317002296,7.541366577,7.817081928,7.85324192,7.567631245,7.784796238,8.315958977,8.145855904,7.979035378,7.837675095,8.262558937,7.554275513,8.533808708,8.298418045,8.604816437,8.42455864,8.194776535
212757_s_at,Q13555,8.960187912,8.757971764,9.084145546,9.573523521,9.124874115,8.786959648,9.192932129,9.100374222,9.230771065,9.193890572,9.605908394,8.843771935,9.152359009,9.297454834,8.759261131,8.945275307,9.700677872,9.214837074,9.296805382,9.503536224,9.247678757,9.330459595,9.363093376,9.165828705,9.666751862,10.1269598,9.674419403,9.538122177,9.654525757,9.751252174,9.23500061,9.902760506,9.972452164,10.08395481,9.876293182,9.702461243
214322_at,,7.028603554,7.849981308,8.002218246,7.453625679,7.477358818,7.348721027,7.686306477,7.56756258,7.629027367,7.50032568,7.248891354,7.608329773,7.555432796,7.540606022,7.675820351,7.369851589,7.207933426,7.870800495,7.190365314,7.687851429,7.862673759,7.693630219,7.1123209,7.625069618,7.515930176,7.368777752,7.496256828,7.71020174,7.17979908,7.980289459,7.872378349,7.509459496,7.86249876,7.760394573,7.641137123,7.678845882
210349_at,Q16566,5.378167629,5.51247406,5.47080946,5.496469021,5.515221596,5.376326561,5.542713165,5.831974983,5.651015759,5.690591812,5.517643452,5.513361931,5.508524418,5.545002937,5.758796692,5.455403328,5.321712971,5.590380192,5.234951496,5.422677994,5.468358994,5.875383854,5.663180828,5.697610378,5.599814892,5.496742725,5.433155537,5.87033844,5.554484844,5.58855772,5.679207325,5.769776344,5.575268745,5.578906536,5.545002937,5.58839035
218309_at,Q7Z7J9,7.873866558,7.734131813,7.569638252,7.291922092,7.557452202,7.40122366,7.644238472,7.634096146,7.59336853,7.740217209,7.464194775,7.678136826,7.62701273,7.77197504,7.40428257,7.569563866,7.360251427,7.723361969,7.727294922,7.983680248,7.777261257,7.688126564,7.332492352,7.280629635,7.228008747,7.230891705,7.477707386,7.423999786,7.301132202,7.473598003,7.567635059,7.568316936,7.431129456,7.413321018,7.709530354,7.357363701
207359_at,!?,6.451348782,6.606580257,6.470235348,6.4810853,6.542976856,6.318056107,6.87335968,6.553887367,6.695635796,6.314305782,6.595432758,6.343979836,6.599495888,6.421649456,6.863688469,6.460071087,6.497367382,6.629714489,6.481969357,6.387981892,7.0322752,6.753380299,6.708093166,6.496997833,6.656550884,6.547001362,6.048214912,6.918761253,6.727436066,6.30516243,6.807845116,6.32521534,6.491628647,6.47145462,6.529542923,6.704708576
210787_s_at,Q96RR4,5.296394348,5.295212269,5.432017326,4.910518169,5.519802094,5.184948921,5.394428253,5.321603298,5.350628853,4.801743984,5.243886948,5.515937805,5.286314964,5.354212761,5.306650639,5.340517044,5.294593811,5.388674736,5.408811092,5.395395756,5.572425842,5.580395222,5.350628853,5.270597458,5.327760696,5.299347878,5.331213474,5.403257847,5.514038086,5.322575092,5.641141415,5.297329903,5.255606651,5.353039742,5.440068722,5.372972012
212252_at,Q96RR4,7.514735699,7.136361122,7.770288467,7.209298611,7.444990158,7.282066822,7.837646484,7.356525898,7.246132851,7.613010406,7.343826294,7.353456497,7.595688343,7.165689945,7.398439407,7.357036591,7.357036591,7.622948647,7.441699505,7.917436123,7.712811947,7.594740868,7.029508591,6.814374447,7.247460842,7.088123322,7.264706135,7.670349598,7.230661869,7.191389084,7.269697666,7.201016426,7.229552269,7.216951847,7.421962738,7.290812492
213812_s_at,Q96RR4,8.64512825,8.726054192,7.981071949,9.127340317,8.279664993,7.994933128,8.195511818,8.25164032,8.03831768,8.175123215,7.999329567,8.379095078,8.134357452,8.566797256,8.181417465,8.943300247,8.195646286,8.038903236,8.639345169,8.794518471,8.296928406,8.501583099,8.053953171,7.870096207,7.798151493,7.942378998,8.401678085,7.838644505,7.971689224,7.893878937,8.005234718,8.055258751,7.933496952,8.00290966,8.196704865,7.835262299
203538_at,P49069,7.703090668,7.26718998,6.92599535,7.51877594,7.33400774,7.959415913,7.169410229,7.308203697,6.988722801,7.878197193,7.579521656,7.240118504,7.452083111,7.176496983,6.987215042,7.33400774,7.831615925,7.382930756,7.547149181,7.912597179,7.078395367,7.33400774,6.69325304,7.868133068,6.890286922,7.59639883,7.76148653,7.16511488,7.236866951,7.605432987,7.073791027,7.835593224,7.405403614,7.253842831,7.139378071,6.978593826
210244_at,,7.43429184,7.333759785,7.260096073,7.443344593,6.920501709,6.980764389,7.223073959,7.859796047,7.323065281,6.878343582,7.248594761,7.42003727,7.141531944,7.387749672,7.493934155,7.447588921,7.401792049,6.960820198,7.432650566,6.979485035,7.308199883,7.465125084,7.381774426,7.267458916,7.318229675,7.249548912,7.186814785,7.559281826,7.415938854,7.318232059,7.554648399,7.472300053,7.532208443,7.364676476,7.315697193,7.447450638
212710_at,Q5T5Y3,6.873895645,7.36574173,7.416350842,7.05568552,7.637692928,8.119933128,7.310543537,7.010815144,7.301784039,7.648970604,7.238421917,7.031535625,7.414660931,6.90949297,6.975046158,7.156785965,7.072498322,7.576688766,7.05831337,7.003862381,7.145755768,7.37151432,7.087816238,7.705756664,7.376941204,7.465075016,7.285161972,7.630096436,7.227446079,7.570701599,7.680603504,7.520947933,7.560252666,7.529042244,7.356808186,7.774337292
212711_at,Q5T5Y3,6.527011395,6.427704811,6.313714504,6.897733212,7.004380226,7.143262863,6.662146091,6.559503078,6.707793713,7.245000362,7.298906326,6.799253941,6.854225636,6.928761959,6.401122093,6.61335659,7.035433292,6.673595905,6.56338501,6.789221287,6.471878052,6.845815182,6.549202442,7.122387886,6.776040077,7.384152412,7.346449852,6.428608894,6.876487255,6.651973248,6.405153751,6.598343372,6.78608036,7.037070751,6.49516201,6.850934505
212712_at,Q5T5Y3,6.851996422,7.113780975,7.039907932,7.058738708,7.457467556,7.757708073,7.478991508,6.873696804,7.254861355,7.216555595,7.518521309,7.370589256,7.51573801,7.408022881,6.929791927,7.474182129,7.535913944,7.540781498,7.181080818,7.728607655,7.212364197,7.671891212,7.376649857,7.430964947,7.348340511,7.94742775,7.419674397,7.602014542,7.415554047,7.440688133,7.45341444,7.746369362,7.713939667,7.790399551,7.408640385,7.444387913
220409_at,Q5T5Y3,4.769666672,4.641712666,4.548069954,4.663124561,4.846518993,4.792066097,4.751598835,4.729308605,4.794879436,4.780261993,4.597124577,4.817677021,4.712574005,4.708018303,4.885424614,4.780519485,4.729112625,4.739541531,4.797713757,4.984560966,4.766079903,4.823629379,4.841891766,4.703977108,4.707173347,4.789728642,4.694709778,4.821635246,4.729478359,4.772086143,4.732504368,4.761777878,4.735254765,4.961689472,4.757777691,4.875080585
213268_at,Q9Y6Y1,5.255620956,5.317231178,5.241183758,5.17988348,5.27214098,5.37515974,5.279993057,5.000610828,5.317016602,5.289712429,5.255620956,5.123334885,5.210427761,5.091798306,5.241025925,4.978626728,5.063827991,5.447109699,5.118737221,4.985441685,5.245275974,4.982251644,5.401016712,5.331941605,5.405861855,5.255620956,5.466623783,5.333574295,5.442538261,5.374008179,5.355255127,5.186116695,5.492535114,5.211367607,5.255620956,5.489069462
212948_at,O94983,7.999127388,7.971064091,8.075182915,8.095523834,8.066126823,7.942296982,8.133687973,7.929380894,8.245653152,8.223434448,8.097390175,7.883930683,8.483201027,7.907475471,7.779893875,7.907398701,8.098771095,8.183365822,8.003367424,8.038614273,7.941443443,8.240273476,8.097390175,8.454496384,8.259183884,8.025000572,8.382972717,8.065563202,8.184082031,8.080272675,7.920916557,8.06508255,8.190608978,8.186869621,8.097390175,8.586486816
200068_s_at,P27824,10.11652088,10.22764397,9.834823608,10.21224594,10.69431877,10.6354866,9.979000092,9.706653595,9.892017365,10.6993494,10.02344608,9.987677574,10.10049248,10.13812923,9.511574745,10.33426094,9.994195938,10.4933424,10.15452003,10.49212074,10.09850121,10.29820442,9.532859802,9.844534874,9.617164612,9.9012537,10.06808853,9.204853058,9.696718216,9.83273983,9.540657043,10.04497814,9.596578598,9.919576645,10.13811588,9.497942924
208852_s_at,P27824,7.559952736,8.30884552,7.492586136,7.986038208,8.393443108,8.321265221,7.389788151,7.720959663,7.650070667,7.821448803,7.777077198,8.032964706,8.096735001,8.208856583,7.189540863,8.441910744,8.269492149,7.969428539,8.016756058,7.959803581,7.617575645,8.413784981,7.740628719,7.457150936,7.491743088,7.818150997,8.010773659,7.144567013,7.551534653,7.764073849,7.105804443,7.51652956,7.80527544,7.793993473,8.414759636,7.175069332
208853_s_at,P27824,7.704420567,7.938859463,7.465686321,7.900512218,8.574742317,8.180010796,7.614420414,7.758196831,7.603075981,8.098124504,7.730662823,8.018600464,7.678910255,8.208119392,7.440666199,8.499236107,8.117741585,7.862611294,8.024821281,7.876072407,7.823853016,8.363443375,7.828762054,7.468239307,7.751050472,8.276162148,7.920899391,7.27243185,7.71470356,7.709423542,7.694431305,7.813474655,7.651471615,8.079698563,8.125432968,7.427204609
200625_s_at,Q01518,8.911366463,9.843251228,8.844711304,9.051412582,9.090769768,8.825224876,8.388339043,8.716692924,8.743476868,9.65894413,8.927638054,9.059051514,9.273988724,8.691267967,8.716692924,9.348567963,8.914383888,9.041820526,8.94325161,9.007109642,8.260350227,8.073219299,8.268183708,8.603245735,8.641076088,7.594706535,8.716692924,7.651711941,8.178672791,8.398329735,8.022458076,8.476737022,8.573243141,8.329401016,8.979543686,7.505686283
213798_s_at,Q01518,9.376075745,9.638869286,8.951313972,9.238647461,9.560497284,9.088001251,8.91968441,9.140135765,9.325055122,9.576960564,9.278313637,9.508975029,9.611890793,9.277178764,8.777503967,9.830653191,9.193350792,9.53512764,9.28866291,8.663014412,8.849268913,8.846142769,8.743084908,8.741771698,9.076849937,8.225032806,9.031648636,8.584466934,8.604981422,8.592576027,8.615712166,8.652991295,8.803953171,8.7078619,9.31678009,8.368603706
212551_at,P40123,10.28127098,9.682474136,9.985944748,10.66276073,10.56637955,9.71840477,10.02018356,9.83529377,10.34404373,10.66599846,10.39578247,9.855392456,10.23066998,10.208148,9.150032043,10.15027142,10.2852211,10.14250851,10.05210018,10.37167835,9.63625145,10.69128323,10.23673153,10.70205975,10.33996868,10.46757126,11.27498531,10.57113266,10.5700798,11.15272236,10.11300373,11.15207386,10.70044041,10.74249744,10.2509985,10.73163319
212554_at,P40123,9.818258286,9.564433098,9.907753944,9.840229034,10.41555691,9.68378067,9.876899719,9.466545105,9.878762245,10.51615143,10.33026314,9.525720596,10.00647259,9.864645958,8.583150864,9.695702553,10.05682373,10.00843525,9.84827137,10.43701649,9.358967781,10.35972977,9.600404739,10.39652538,9.821922302,9.909858704,10.53775692,10.55430222,10.25641346,10.66059494,9.700110435,11.1300354,10.75513744,10.52175236,10.35610485,10.77776527
204373_s_at,Q5VT06,7.723228455,7.266346455,6.808921814,7.424468994,7.730762482,8.1848526,6.998929977,6.142648697,6.563277245,8.216215134,7.05928421,6.486374378,7.494053841,6.537005901,6.049621582,6.409815788,6.823765278,7.446504593,6.421510696,7.385922909,7.027153969,7.109032154,6.148334503,6.809295177,6.479828358,6.983670235,7.865697861,7.091641903,7.198024273,7.553674221,6.939162254,7.708839417,7.729850769,7.232777596,6.981288433,7.22893095
213165_at,Q5VT06,6.867521286,7.321822166,7.085150719,7.426765919,7.435497284,7.818174362,7.221456528,7.417545795,6.963990688,8.097499847,7.789658546,7.181668758,7.435497284,7.414975166,6.560477257,7.055097103,8.080323219,7.248324871,7.435497284,7.66280508,6.820129871,7.425276756,7.321122646,7.700146198,6.920096397,7.637527943,7.502961636,6.911343575,8.194735527,7.788496971,7.014844418,8.246576309,7.673604012,7.608489037,7.528940678,7.532802582
213956_at,Q5VT06,7.152476311,6.494198799,6.538089275,7.109762192,6.746483326,7.196615219,6.513457775,6.553982735,6.453324318,7.305386543,6.555076599,5.858189106,7.153036118,6.458218575,6.398797035,5.971197605,5.973482609,6.629085064,6.086961746,6.799630642,6.919868946,6.541964531,6.452848911,6.813223362,6.170399189,6.425554752,7.807479382,6.229471207,6.703573227,7.266832829,6.361590862,7.031214714,6.580041885,6.570301533,6.483308315,6.398239136
213957_s_at,Q5VT06,6.628807545,6.504724979,6.309937,6.404510021,6.56036377,6.455451012,6.522172928,6.320471287,6.862429619,6.297704697,6.468877316,6.454492092,6.360689163,6.348187447,6.713281155,6.293545246,6.249349594,6.402424812,6.436716557,6.194877148,6.623748302,6.470201492,6.723544598,6.618503094,6.72466898,6.762386799,6.270969391,6.718623161,6.520499706,6.24349308,6.790101528,6.464537621,6.332594872,6.45772171,6.397123337,6.705161095
201850_at,P40121,7.027100563,8.521719933,7.114043713,7.223492622,6.711977959,6.497838974,7.283266544,7.325071812,7.416981697,6.935471535,7.060098648,7.439294815,7.013759136,7.936729431,7.320807457,7.826962948,7.307682514,6.924398422,7.81513834,7.049481392,7.003357887,6.8058815,6.697141647,6.859879494,6.881389618,6.736446857,6.869213104,7.007218361,6.92248106,6.579472065,6.95428896,6.523092747,6.690961838,6.728562832,6.559246063,6.851737976
200752_s_at,P07384,8.02063942,7.544644356,7.407160282,7.835937977,7.5192523,7.103088856,7.960253239,8.069168091,7.716990948,7.708024025,7.633388519,8.101029396,7.944680214,8.243174553,7.789527416,8.412394524,8.10850811,7.450909615,8.119339943,8.205771446,7.321654797,7.839472294,7.774969578,7.695557117,7.615913391,7.669559002,8.016736984,7.333477497,7.590114117,7.769188881,7.4701581,7.902765274,7.90148592,7.636365414,7.711642742,7.636464596
219333_s_at,Q9HC96,7.462262154,7.622140884,7.772075653,7.748450756,7.561786175,7.189199924,7.6884408,7.719573021,7.743805885,7.347715855,7.67574501,7.657945156,7.626938343,7.677204609,7.985855579,7.65927124,7.690358162,7.774636745,7.660897732,7.791806221,7.781252384,7.629232883,7.908220291,7.501662254,7.718831539,7.429469109,7.487270355,7.632912159,7.67574501,7.540793896,7.846713066,7.680709839,7.899813175,7.816150665,7.713706017,7.669866085
221040_at,Q9HC96,4.728772163,4.800191879,4.983514309,4.741569519,4.771808624,4.782883167,4.892679214,4.855827332,4.962752819,4.725584984,4.784105778,4.708787441,4.885203838,4.658392906,4.828355312,4.786934376,4.604485035,4.746840954,4.627986908,4.800191879,4.898742199,4.800191879,4.771570206,4.85155344,4.938476563,4.847728252,4.622292519,5.023313046,4.813124657,4.707437038,5.148214817,4.933402061,4.730972767,4.83875227,4.716681004,5.077471256
207962_at,Q9UMQ6,5.060707569,5.112801075,5.324052811,5.080587387,4.676900864,4.988421917,5.284826279,5.172977924,5.238165855,4.833388805,5.153547764,5.161342621,5.199196339,5.293709278,5.294149399,5.28882122,5.20086956,5.114502907,5.217912197,5.202399254,5.168052673,5.280104637,5.328076839,5.16186285,5.145188808,5.192529202,5.111765385,5.426578522,5.208358765,5.246824265,5.254971504,5.334352016,5.303966522,5.202399254,5.282350063,5.232471943
208683_at,P17655,9.555454254,10.22107792,9.457870483,10.16885757,10.21585274,9.703771591,9.963933945,9.791473389,10.14549828,10.46310139,10.28186417,9.928449631,10.20534325,10.26160812,9.505818367,10.46365929,10.26092815,10.23846436,10.33809662,10.43435574,9.712686539,10.52029133,9.448664665,9.894927025,9.682456017,9.590738297,10.11324978,9.026447296,9.656060219,9.938566208,8.901816368,9.97211647,9.829442978,9.662480354,9.869495392,8.698317528
214888_at,,6.663720608,7.031966209,6.952219009,6.55739069,6.497712612,6.315878868,6.666663647,6.805830479,7.125589848,5.933968067,6.653458118,7.245582104,6.767726898,6.748831272,7.208501339,6.548021317,6.40282011,6.99245882,6.574196339,6.539886475,7.108254433,6.634905815,7.331595421,6.852730751,6.80820179,6.860776424,6.80042696,6.86759758,6.766649246,6.456285477,7.022174358,6.600175858,6.514691353,6.762634277,6.822783947,7.053835392
210944_s_at,P20807,9.885263443,9.573822021,10.56155872,10.1493578,10.30061531,9.056760788,10.23295498,9.76996994,10.12081718,10.28884792,10.46144009,9.728111267,10.07752609,10.14092541,9.816302299,10.12836456,10.64875507,9.670554161,10.25767994,10.36280727,9.475871086,10.02785015,10.19926071,9.826921463,10.47813225,10.73064232,10.66868305,10.57612896,10.89387131,10.735322,9.958429337,10.88300133,10.245924,10.4806366,10.18561172,10.29229259
211890_x_at,P20807,9.404289246,9.674214363,10.45094013,10.26737499,10.57650948,9.080410957,10.29021835,10.05798912,10.33326912,10.46891975,10.60116673,10.16178608,9.740861893,10.31230831,9.691185951,10.44061375,11.034338,9.936306953,10.48896313,10.9102869,9.785588264,10.54216957,11.02598476,9.553671837,10.78882504,11.29957581,10.7870903,11.00037098,11.29557133,10.75603294,10.3397274,11.09298325,10.59070015,11.13186646,10.91775227,10.94504833
214475_x_at,P20807,9.509033203,9.555919647,10.28269386,10.21699238,10.45816326,8.845828056,10.25817204,10.04868507,10.36493111,10.22038269,10.58224201,9.998512268,9.604287148,10.32343102,9.6215868,10.32745838,10.95650482,9.55675602,10.50878716,10.72234058,9.539130211,10.15087223,10.89195442,9.593883514,10.74983406,11.32138729,10.76310921,10.87313271,11.25014973,10.81633377,10.19063377,11.01249027,10.61920547,10.82251835,10.87771797,10.79885483
205166_at,O15484,5.884563446,5.852761745,6.192450047,6.070939064,6.177237034,6.080869675,6.324990749,6.136425495,6.142076492,6.152183056,5.99319315,6.088452339,6.090830803,6.117928028,6.084726334,6.110338211,6.051112652,6.088452339,5.884165764,6.10515213,6.167945862,6.139709473,6.139369011,6.104424953,5.999244213,6.020074368,5.766633987,6.088452339,6.307358265,5.994569778,6.501966,6.10162735,6.123034954,6.083889961,6.234578609,6.169753075
